Operacio,Dia,Hora,Preu,Volum
V,16/02/24,13:36:27,2.3145,3032
V,16/02/24,13:51:05,2.305,146
V,16/02/24,13:54:27,2.3004,503
C,16/02/24,13:58:40,2.305,1227
C,16/02/24,14:46:55,2.305,520
V,16/02/24,14:53:51,2.3,4000
C,16/02/24,15:33:49,2.31,500
V,16/02/24,15:43:19,2.3,4257
V,16/02/24,16:00:11,2.3,4000
V,16/02/24,16:08:57,2.29,262
C,16/02/24,16:10:53,2.295,1319
C,16/02/24,16:16:41,2.3,200
V,16/02/24,16:27:38,2.295,401
V,16/02/24,16:27:44,2.2904,1419
V,16/02/24,16:27:59,2.29,1207
C,16/02/24,16:37:58,2.295,215
V,16/02/24,16:57:33,2.285,540
C,16/02/24,16:58:58,2.29,1037
V,16/02/24,17:08:39,2.2837,3000
C,16/02/24,17:09:43,2.29,281
C,16/02/24,17:10:39,2.29,1019
V,16/02/24,17:29:32,2.2852,330
SF,16/02/24,17:35:10,2.29,9282
SI,19/02/24,09:00:12,2.265,4510
C,19/02/24,09:24:20,2.27,1483
C,19/02/24,09:26:46,2.275,2063
C,19/02/24,09:28:12,2.28,632
C,19/02/24,09:52:04,2.28,41
C,19/02/24,09:53:24,2.285,63
V,19/02/24,10:53:38,2.28,72
V,19/02/24,12:53:06,2.28,286
C,19/02/24,13:14:56,2.2847,3025
V,19/02/24,13:23:34,2.28,300
C,19/02/24,13:55:10,2.285,64
C,19/02/24,14:13:09,2.2946,1092
V,19/02/24,14:13:26,2.29,96
V,19/02/24,14:13:39,2.29,2103
C,19/02/24,14:23:52,2.3,2000
V,19/02/24,15:40:20,2.2834,9000
C,19/02/24,16:07:20,2.3029,2615
C,19/02/24,16:08:36,2.305,100
V,19/02/24,16:13:26,2.3,3314
V,19/02/24,16:14:38,2.29,814
V,19/02/24,16:26:55,2.29,350
V,19/02/24,16:29:44,2.285,111
C,19/02/24,16:45:27,2.29,925
C,19/02/24,17:19:50,2.2993,2779
V,19/02/24,17:28:50,2.295,41
SF,19/02/24,17:35:06,2.3,3279
SI,20/02/24,10:13:01,2.2772,5000
V,20/02/24,10:13:02,2.27,1194
V,20/02/24,10:27:52,2.265,1500
C,20/02/24,10:45:59,2.27,1281
C,20/02/24,10:51:29,2.275,430
V,20/02/24,11:01:29,2.265,3981
C,20/02/24,11:13:31,2.2742,4299
V,20/02/24,11:45:55,2.2616,2959
C,20/02/24,12:07:26,2.27,1000
V,20/02/24,12:50:30,2.26,1
V,20/02/24,12:59:16,2.26,1330
C,20/02/24,13:03:33,2.2725,4011
V,20/02/24,13:20:27,2.27,1837
V,20/02/24,13:20:28,2.27,8623
V,20/02/24,13:24:30,2.2622,6792
C,20/02/24,13:40:59,2.2741,2454
C,20/02/24,13:42:00,2.28,4406
C,20/02/24,13:42:09,2.28,1589
V,20/02/24,13:47:58,2.275,800
C,20/02/24,14:53:26,2.2945,20000
C,20/02/24,15:23:21,2.3,214
V,20/02/24,15:25:52,2.29,923
V,20/02/24,15:33:29,2.2852,1932
C,20/02/24,15:33:31,2.29,162
V,20/02/24,16:12:56,2.2802,1784
C,20/02/24,16:12:57,2.285,202
C,20/02/24,16:13:18,2.29,3095
C,20/02/24,16:15:35,2.3,434
C,20/02/24,16:16:32,2.3,762
V,20/02/24,16:34:27,2.295,783
C,20/02/24,16:51:41,2.3027,3703
C,20/02/24,17:16:25,2.31,868
C,20/02/24,17:29:49,2.31,64
SF,20/02/24,17:35:25,2.31,4387
SI,21/02/24,09:00:20,2.28,5004
C,21/02/24,09:21:20,2.31,268
V,21/02/24,09:32:22,2.3,999
C,21/02/24,09:32:46,2.31,463
V,21/02/24,09:44:22,2.3,560
V,21/02/24,10:03:21,2.3,2000
C,21/02/24,10:03:24,2.31,1212
C,21/02/24,10:19:28,2.3104,1528
V,21/02/24,10:19:34,2.305,9
V,21/02/24,10:31:04,2.305,200
C,21/02/24,11:27:47,2.315,1753
C,21/02/24,11:43:36,2.315,870
C,21/02/24,12:23:03,2.315,40
V,21/02/24,12:41:24,2.305,196
V,21/02/24,13:05:14,2.3,175
C,21/02/24,13:30:28,2.311,1480
V,21/02/24,15:23:35,2.3001,200
V,21/02/24,16:07:35,2.295,2195
V,21/02/24,16:07:36,2.295,1049
V,21/02/24,16:07:44,2.285,100
V,21/02/24,16:07:47,2.285,1095
V,21/02/24,16:30:31,2.28,26
C,21/02/24,16:33:07,2.29,40
V,21/02/24,16:47:13,2.2816,253
C,21/02/24,16:52:04,2.2873,3323
C,21/02/24,16:52:36,2.2966,1745
V,21/02/24,17:09:11,2.295,228
SF,21/02/24,17:35:13,2.285,5665
SI,22/02/24,09:29:11,2.3,2091
C,22/02/24,09:29:24,2.3013,5721
C,22/02/24,09:34:57,2.3132,1893
V,22/02/24,09:35:40,2.31,122
V,22/02/24,10:01:11,2.305,2300
V,22/02/24,10:53:28,2.29,250
V,22/02/24,10:54:59,2.29,500
V,22/02/24,10:56:20,2.29,250
V,22/02/24,11:09:04,2.2847,11016
C,22/02/24,11:39:15,2.2896,7685
V,22/02/24,11:51:37,2.28,837
C,22/02/24,11:52:33,2.29,1500
C,22/02/24,12:14:36,2.29,3000
V,22/02/24,12:38:00,2.285,1000
V,22/02/24,13:10:39,2.285,140
C,22/02/24,13:21:55,2.29,610
C,22/02/24,13:52:28,2.295,1500
V,22/02/24,14:02:46,2.29,2755
V,22/02/24,14:33:06,2.29,3080
C,22/02/24,15:19:39,2.2934,416
V,22/02/24,15:24:11,2.285,149
V,22/02/24,16:47:39,2.285,255
SF,22/02/24,17:35:01,2.28,2132
SI,23/02/24,09:00:27,2.3,175
V,23/02/24,09:37:23,2.2787,15126
C,23/02/24,09:37:28,2.28,1047
C,23/02/24,09:47:02,2.285,1573
C,23/02/24,09:49:07,2.285,1427
C,23/02/24,10:11:45,2.3115,53386
C,23/02/24,10:17:53,2.3238,10000
V,23/02/24,10:19:19,2.315,1479
C,23/02/24,10:20:11,2.33,6000
C,23/02/24,10:25:06,2.3326,14000
C,23/02/24,10:26:19,2.35,3000
C,23/02/24,10:26:34,2.35,5000
C,23/02/24,10:28:31,2.36,46
C,23/02/24,10:29:07,2.365,1500
V,23/02/24,10:29:32,2.35,1293
C,23/02/24,10:38:54,2.365,500
V,23/02/24,10:42:57,2.355,1169
C,23/02/24,10:47:33,2.3614,14171
V,23/02/24,11:15:13,2.3593,10770
V,23/02/24,11:15:15,2.35,2169
V,23/02/24,11:17:16,2.345,1793
V,23/02/24,11:17:53,2.34,1169
V,23/02/24,11:26:28,2.335,1881
V,23/02/24,11:27:33,2.33,3455
V,23/02/24,11:33:00,2.33,200
V,23/02/24,11:47:27,2.3211,2713
V,23/02/24,11:51:47,2.3177,3265
C,23/02/24,12:26:55,2.3221,1860
V,23/02/24,12:40:57,2.315,4413
V,23/02/24,12:53:26,2.31,238
V,23/02/24,13:15:35,2.31,249
C,23/02/24,13:15:43,2.32,2000
V,23/02/24,13:20:18,2.315,94
V,23/02/24,13:36:22,2.315,218
C,23/02/24,14:50:11,2.32,600
V,23/02/24,16:11:46,2.31,216
V,23/02/24,16:11:47,2.31,2141
V,23/02/24,16:27:46,2.31,586
V,23/02/24,16:41:19,2.31,2747
V,23/02/24,16:45:46,2.305,20
V,23/02/24,16:51:25,2.305,316
V,23/02/24,17:12:46,2.305,205
V,23/02/24,17:18:05,2.305,171
V,23/02/24,17:29:36,2.3048,183
SF,23/02/24,17:35:21,2.31,13236
SI,26/02/24,09:12:35,2.332,16957
C,26/02/24,09:15:17,2.34,1361
C,26/02/24,09:17:00,2.34,972
C,26/02/24,09:23:22,2.35,500
C,26/02/24,09:24:09,2.35,61
V,26/02/24,09:29:25,2.34,100
C,26/02/24,09:32:20,2.35,1000
V,26/02/24,09:40:26,2.3331,5259
C,26/02/24,09:56:53,2.34,1500
V,26/02/24,10:21:30,2.33,4206
V,26/02/24,10:26:57,2.325,100
C,26/02/24,10:26:58,2.335,35
V,26/02/24,11:07:52,2.33,551
V,26/02/24,11:12:08,2.33,92
C,26/02/24,11:19:07,2.34,4579
C,26/02/24,11:52:10,2.34,1629
V,26/02/24,12:07:03,2.335,1770
V,26/02/24,12:07:12,2.33,135
V,26/02/24,12:07:28,2.33,172
V,26/02/24,12:10:38,2.3173,4753
V,26/02/24,13:23:16,2.315,1837
V,26/02/24,13:24:30,2.31,250
C,26/02/24,13:25:13,2.311,946
C,26/02/24,13:28:59,2.315,1605
V,26/02/24,14:00:33,2.3136,6119
C,26/02/24,14:01:29,2.3258,15000
V,26/02/24,14:15:21,2.325,400
C,26/02/24,14:54:56,2.3273,6314
V,26/02/24,15:10:25,2.32,3269
C,26/02/24,15:13:54,2.3219,3349
C,26/02/24,15:37:43,2.33,300
V,26/02/24,15:48:11,2.32,998
C,26/02/24,15:50:20,2.33,1803
C,26/02/24,16:33:05,2.33,1000
C,26/02/24,17:01:44,2.33,1350
V,26/02/24,17:01:45,2.32,617
V,26/02/24,17:08:47,2.315,1748
V,26/02/24,17:10:36,2.315,386
V,26/02/24,17:18:00,2.31,1000
V,26/02/24,17:26:20,2.303,10141
C,26/02/24,17:28:21,2.306,4565
V,26/02/24,17:29:21,2.2846,25000
V,26/02/24,17:29:56,2.275,2
SF,26/02/24,17:35:16,2.305,4222
SI,27/02/24,09:00:11,2.35,6249
V,27/02/24,09:08:49,2.345,2302
C,27/02/24,09:09:08,2.35,1500
C,27/02/24,09:11:24,2.362,2500
C,27/02/24,09:15:55,2.365,2246
C,27/02/24,09:18:50,2.365,1500
C,27/02/24,09:19:00,2.38,238
V,27/02/24,09:20:10,2.3676,2000
V,27/02/24,09:21:17,2.3631,6000
C,27/02/24,09:22:04,2.37,6000
V,27/02/24,09:23:03,2.3587,1750
C,27/02/24,09:26:54,2.38,4100
V,27/02/24,09:28:05,2.375,163
V,27/02/24,09:31:36,2.37,432
C,27/02/24,09:31:56,2.375,4000
V,27/02/24,09:32:11,2.37,2000
C,27/02/24,09:52:23,2.3803,16459
C,27/02/24,09:56:56,2.395,270
V,27/02/24,10:04:25,2.385,6000
C,27/02/24,10:07:45,2.3969,10115
C,27/02/24,10:10:35,2.4,9995
V,27/02/24,10:18:38,2.395,1000
C,27/02/24,10:21:56,2.405,1000
C,27/02/24,10:24:19,2.4071,3675
C,27/02/24,10:24:26,2.41,252
C,27/02/24,10:25:32,2.415,350
V,27/02/24,10:32:30,2.405,2071
V,27/02/24,10:35:31,2.405,2459
C,27/02/24,10:44:25,2.41,39
C,27/02/24,10:48:30,2.415,3378
V,27/02/24,10:52:36,2.405,40
V,27/02/24,10:52:38,2.405,1300
V,27/02/24,10:53:03,2.405,8347
C,27/02/24,11:08:04,2.41,2160
C,27/02/24,11:15:36,2.41,1
C,27/02/24,11:21:47,2.42,900
C,27/02/24,11:23:16,2.42,220
C,27/02/24,11:23:27,2.42,48
C,27/02/24,11:23:37,2.4202,1274
C,27/02/24,11:26:19,2.425,700
C,27/02/24,11:41:42,2.435,777
C,27/02/24,11:45:37,2.4379,1000
C,27/02/24,11:46:42,2.4418,22181
C,27/02/24,11:47:22,2.455,5127
V,27/02/24,11:50:43,2.45,2000
C,27/02/24,11:55:45,2.4632,5123
C,27/02/24,12:00:38,2.465,1150
C,27/02/24,12:00:39,2.47,3
V,27/02/24,12:04:01,2.46,3312
C,27/02/24,12:06:49,2.47,38
C,27/02/24,12:08:38,2.475,828
C,27/02/24,12:13:33,2.475,804
C,27/02/24,12:13:41,2.4781,6368
C,27/02/24,12:15:17,2.49,900
C,27/02/24,12:17:14,2.497,1947
C,27/02/24,12:17:53,2.5001,1712
C,27/02/24,12:26:13,2.505,830
C,27/02/24,12:26:16,2.5096,2603
C,27/02/24,12:26:19,2.5192,380
C,27/02/24,12:27:50,2.52,1290
C,27/02/24,12:28:11,2.52,3800
C,27/02/24,12:28:18,2.53,5000
V,27/02/24,12:29:25,2.5279,4538
C,27/02/24,12:31:25,2.5418,4866
C,27/02/24,12:33:28,2.55,660
C,27/02/24,12:35:57,2.55,724
V,27/02/24,12:36:00,2.5166,2220
C,27/02/24,12:37:35,2.5318,25
C,27/02/24,12:39:19,2.55,1702
C,27/02/24,12:39:30,2.5591,6814
C,27/02/24,12:40:54,2.58,40
C,27/02/24,12:40:58,2.58,555
C,27/02/24,12:40:59,2.5821,95
C,27/02/24,12:41:00,2.6032,922
C,27/02/24,12:43:18,2.6099,1530
V,27/02/24,12:43:50,2.595,750
V,27/02/24,12:45:03,2.5948,5078
C,27/02/24,12:45:11,2.63,2250
C,27/02/24,12:45:26,2.6316,500
V,27/02/24,12:45:43,2.6,425
C,27/02/24,12:46:30,2.61,1500
C,27/02/24,12:46:48,2.629,4097
V,27/02/24,12:46:53,2.6115,3534
V,27/02/24,12:47:31,2.6,1982
C,27/02/24,12:47:46,2.61,500
V,27/02/24,12:49:30,2.595,500
C,27/02/24,12:49:32,2.61,701
V,27/02/24,12:53:35,2.5674,4284
V,27/02/24,12:54:33,2.555,730
V,27/02/24,12:54:52,2.5268,2200
V,27/02/24,12:55:15,2.515,1693
C,27/02/24,12:57:56,2.55,141
C,27/02/24,12:58:06,2.56,500
V,27/02/24,13:00:07,2.52,4000
C,27/02/24,13:00:18,2.5768,7433
C,27/02/24,13:00:21,2.6055,3219
V,27/02/24,13:00:26,2.585,5020
C,27/02/24,13:00:34,2.619,2500
V,27/02/24,13:03:16,2.6,1000
V,27/02/24,13:06:32,2.5987,4330
V,27/02/24,13:06:33,2.595,200
V,27/02/24,13:08:26,2.595,5181
C,27/02/24,13:10:45,2.6034,4000
V,27/02/24,13:18:53,2.5238,6342
V,27/02/24,13:20:04,2.51,4230
V,27/02/24,13:21:34,2.51,5000
C,27/02/24,13:23:57,2.5633,1660
C,27/02/24,13:24:55,2.57,60
V,27/02/24,13:26:35,2.56,730
V,27/02/24,13:28:19,2.5501,4271
V,27/02/24,13:28:23,2.545,391
V,27/02/24,13:36:41,2.53,100
C,27/02/24,13:38:06,2.5544,4293
C,27/02/24,13:43:04,2.5683,6000
C,27/02/24,13:44:32,2.5705,5000
V,27/02/24,13:47:00,2.53,1500
V,27/02/24,13:48:30,2.525,513
V,27/02/24,13:48:56,2.5182,1530
V,27/02/24,13:53:39,2.514,11000
C,27/02/24,13:54:46,2.545,1500
V,27/02/24,14:00:09,2.51,175
C,27/02/24,14:00:15,2.545,940
C,27/02/24,14:02:28,2.5499,4481
C,27/02/24,14:04:19,2.58,10
V,27/02/24,14:10:29,2.5397,2100
V,27/02/24,14:16:05,2.5161,1906
V,27/02/24,14:16:06,2.515,1000
C,27/02/24,14:16:28,2.5646,9000
V,27/02/24,14:19:28,2.525,5000
V,27/02/24,14:20:19,2.515,2000
V,27/02/24,14:20:45,2.515,1290
C,27/02/24,14:22:37,2.535,1000
C,27/02/24,14:27:56,2.54,500
V,27/02/24,14:39:37,2.51,800
C,27/02/24,14:45:22,2.55,15
V,27/02/24,14:50:41,2.52,446
V,27/02/24,14:50:45,2.52,267
V,27/02/24,14:52:37,2.52,1000
V,27/02/24,14:56:07,2.52,1502
C,27/02/24,15:12:59,2.525,158
V,27/02/24,15:16:23,2.5213,686
C,27/02/24,15:18:00,2.5242,660
V,27/02/24,15:22:11,2.52,15
V,27/02/24,15:25:15,2.52,834
V,27/02/24,15:51:46,2.52,186
V,27/02/24,15:52:34,2.5,5000
V,27/02/24,15:54:38,2.495,1660
V,27/02/24,15:56:30,2.495,424
C,27/02/24,15:56:41,2.4975,1201
V,27/02/24,15:56:44,2.495,81
V,27/02/24,15:57:00,2.495,1618
C,27/02/24,16:03:40,2.5,296
C,27/02/24,16:06:09,2.51,92
C,27/02/24,16:13:07,2.515,2740
V,27/02/24,16:37:40,2.51,888
V,27/02/24,16:37:43,2.51,1193
V,27/02/24,16:38:33,2.51,113
V,27/02/24,16:58:14,2.5,340
V,27/02/24,16:59:33,2.5,240
V,27/02/24,17:02:39,2.5,528
C,27/02/24,17:13:21,2.5158,1275
C,27/02/24,17:25:40,2.55,1500
V,27/02/24,17:28:49,2.545,577
V,27/02/24,17:29:59,2.535,425
SF,27/02/24,17:35:04,2.53,6806
SI,28/02/24,09:00:30,2.5402,17988
C,28/02/24,09:00:48,2.5727,5000
C,28/02/24,09:01:33,2.585,1
V,28/02/24,09:05:02,2.5486,704
V,28/02/24,09:05:17,2.5381,2787
V,28/02/24,09:05:18,2.529,18988
C,28/02/24,09:07:04,2.53,4000
V,28/02/24,09:12:15,2.4837,8259
V,28/02/24,09:20:03,2.47,3500
V,28/02/24,09:20:32,2.455,2125
V,28/02/24,09:20:39,2.45,310
V,28/02/24,09:20:41,2.45,1000
C,28/02/24,09:20:49,2.47,5582
C,28/02/24,09:21:39,2.475,1104
C,28/02/24,09:25:48,2.4916,1594
C,28/02/24,09:26:17,2.495,2000
C,28/02/24,09:26:42,2.5,1500
V,28/02/24,09:28:02,2.4774,3870
V,28/02/24,09:29:43,2.47,2418
V,28/02/24,09:29:51,2.47,430
C,28/02/24,09:29:52,2.475,1305
V,28/02/24,09:32:25,2.4644,1260
C,28/02/24,09:33:37,2.475,695
V,28/02/24,09:34:08,2.465,380
C,28/02/24,09:35:06,2.4846,3950
C,28/02/24,09:39:51,2.485,833
V,28/02/24,09:45:10,2.47,1385
V,28/02/24,09:50:22,2.465,1190
V,28/02/24,09:55:23,2.45,8385
C,28/02/24,09:56:05,2.465,1635
C,28/02/24,10:16:33,2.465,3184
V,28/02/24,10:16:37,2.46,1001
V,28/02/24,10:17:25,2.4485,9000
C,28/02/24,10:22:25,2.45,2100
C,28/02/24,10:34:48,2.45,3000
V,28/02/24,10:46:57,2.445,1
V,28/02/24,10:54:37,2.4401,3828
V,28/02/24,10:54:42,2.44,2700
C,28/02/24,11:02:35,2.455,200
V,28/02/24,11:22:49,2.44,1
C,28/02/24,11:24:42,2.445,36
V,28/02/24,11:32:42,2.434,6139
V,28/02/24,11:32:43,2.4291,6614
V,28/02/24,11:32:44,2.425,729
C,28/02/24,11:33:04,2.429,1375
C,28/02/24,11:33:10,2.43,262
C,28/02/24,11:36:01,2.435,1665
C,28/02/24,11:37:03,2.44,1104
C,28/02/24,11:42:32,2.445,1
C,28/02/24,11:57:41,2.445,1000
V,28/02/24,11:59:32,2.4332,4545
C,28/02/24,11:59:55,2.44,500
V,28/02/24,12:03:44,2.43,500
V,28/02/24,12:07:49,2.425,2129
C,28/02/24,12:07:57,2.435,244
C,28/02/24,12:08:16,2.435,886
C,28/02/24,12:08:17,2.44,4800
C,28/02/24,12:10:10,2.445,804
C,28/02/24,12:24:05,2.445,4070
V,28/02/24,12:31:53,2.4366,5599
C,28/02/24,12:49:04,2.45,1000
C,28/02/24,12:55:38,2.4505,2358
V,28/02/24,13:08:36,2.445,1130
V,28/02/24,13:09:05,2.4364,3591
V,28/02/24,13:46:32,2.4256,9020
C,28/02/24,14:16:37,2.4389,7600
V,28/02/24,14:50:47,2.425,414
V,28/02/24,14:57:29,2.42,400
C,28/02/24,15:02:21,2.4251,4688
C,28/02/24,15:02:26,2.435,334
V,28/02/24,15:03:07,2.425,1500
C,28/02/24,15:09:16,2.44,5057
C,28/02/24,15:10:40,2.44,208
C,28/02/24,15:21:40,2.445,48
V,28/02/24,15:23:21,2.44,725
V,28/02/24,15:29:21,2.44,643
V,28/02/24,15:36:55,2.44,1704
C,28/02/24,15:41:44,2.445,36
V,28/02/24,15:46:18,2.44,1591
V,28/02/24,15:53:31,2.44,181
V,28/02/24,15:55:57,2.435,1054
V,28/02/24,16:08:25,2.435,81
V,28/02/24,16:15:13,2.4263,433
C,28/02/24,16:31:05,2.43,729
C,28/02/24,16:31:22,2.4312,1563
V,28/02/24,16:40:24,2.4297,4806
V,28/02/24,16:58:04,2.425,498
C,28/02/24,17:07:24,2.43,93
V,28/02/24,17:16:01,2.425,1116
V,28/02/24,17:16:24,2.423,7512
V,28/02/24,17:24:01,2.42,431
V,28/02/24,17:26:44,2.4189,11950
V,28/02/24,17:26:53,2.41,4102
SF,28/02/24,17:35:23,2.41,6111
SI,29/02/24,10:03:06,2.4385,8298
V,29/02/24,10:05:46,2.43,4000
V,29/02/24,10:06:57,2.43,1000
V,29/02/24,10:08:25,2.43,1452
C,29/02/24,10:08:27,2.435,561
C,29/02/24,10:08:42,2.44,1988
V,29/02/24,10:13:37,2.4384,3522
V,29/02/24,10:19:22,2.42,3000
C,29/02/24,10:22:51,2.435,199
C,29/02/24,10:32:38,2.4418,7900
C,29/02/24,10:47:05,2.4487,7154
V,29/02/24,11:04:22,2.4313,1739
V,29/02/24,11:07:11,2.425,1180
C,29/02/24,11:08:19,2.435,228
C,29/02/24,11:12:48,2.4372,2000
V,29/02/24,11:23:56,2.43,500
V,29/02/24,11:42:56,2.43,1100
V,29/02/24,11:46:14,2.4179,6484
C,29/02/24,11:59:06,2.425,3967
C,29/02/24,11:59:43,2.4327,4115
V,29/02/24,12:02:36,2.42,725
C,29/02/24,12:13:36,2.435,172
C,29/02/24,12:52:23,2.4456,4000
V,29/02/24,12:52:35,2.43,475
V,29/02/24,13:24:02,2.43,533
C,29/02/24,14:21:04,2.4301,2588
C,29/02/24,14:21:31,2.44,1402
C,29/02/24,14:51:11,2.4523,8737
V,29/02/24,15:42:14,2.44,1350
C,29/02/24,15:49:27,2.4571,2100
V,29/02/24,15:57:19,2.455,390
V,29/02/24,16:29:44,2.445,701
C,29/02/24,16:39:47,2.455,68
V,29/02/24,16:45:45,2.4478,4126
V,29/02/24,16:57:56,2.445,200
C,29/02/24,16:59:19,2.455,1029
V,29/02/24,17:08:30,2.445,460
C,29/02/24,17:09:50,2.455,33
V,29/02/24,17:09:54,2.45,287
C,29/02/24,17:22:09,2.4602,9945
V,29/02/24,17:28:55,2.455,700
SF,29/02/24,17:35:12,2.465,3693
SI,01/03/24,09:00:29,2.475,1679
V,01/03/24,09:10:00,2.4656,2020
C,01/03/24,09:20:56,2.4755,4255
C,01/03/24,09:21:00,2.485,5114
C,01/03/24,09:28:16,2.5,456
V,01/03/24,09:28:17,2.49,244
C,01/03/24,09:48:35,2.5007,2382
V,01/03/24,09:48:36,2.5,1039
V,01/03/24,10:14:03,2.49,680
C,01/03/24,10:15:25,2.5,46
V,01/03/24,10:18:14,2.4904,1218
C,01/03/24,10:19:33,2.4999,5329
C,01/03/24,10:32:53,2.5147,4300
C,01/03/24,10:47:59,2.52,662
C,01/03/24,10:50:16,2.52,316
C,01/03/24,10:50:17,2.52,3105
C,01/03/24,11:00:00,2.52,38
V,01/03/24,11:10:38,2.515,1
V,01/03/24,11:14:29,2.5115,3693
C,01/03/24,11:23:23,2.52,397
C,01/03/24,11:42:09,2.52,546
V,01/03/24,12:29:57,2.51,4000
V,01/03/24,12:41:56,2.51,390
C,01/03/24,12:58:18,2.52,1138
C,01/03/24,12:58:22,2.52,921
C,01/03/24,12:58:35,2.52,734
C,01/03/24,13:01:15,2.52,15
V,01/03/24,13:01:18,2.515,374
C,01/03/24,13:18:37,2.5278,8454
C,01/03/24,13:36:11,2.54,115
C,01/03/24,14:54:57,2.54,3877
V,01/03/24,14:58:43,2.5397,9299
C,01/03/24,14:58:49,2.54,297
V,01/03/24,15:01:03,2.535,200
C,01/03/24,15:03:29,2.545,41
V,01/03/24,15:04:22,2.54,200
C,01/03/24,15:12:59,2.55,1908
C,01/03/24,15:23:01,2.5534,5905
V,01/03/24,15:45:18,2.55,585
V,01/03/24,15:50:00,2.542,3178
V,01/03/24,15:50:54,2.535,1
C,01/03/24,16:01:38,2.545,2000
C,01/03/24,16:01:41,2.554,1116
C,01/03/24,16:20:46,2.5593,3191
V,01/03/24,16:25:38,2.5587,2255
V,01/03/24,16:41:43,2.555,605
V,01/03/24,16:43:27,2.555,750
C,01/03/24,16:48:26,2.56,50
C,01/03/24,16:53:19,2.56,54
V,01/03/24,17:04:11,2.555,1000
V,01/03/24,17:05:25,2.55,456
V,01/03/24,17:16:13,2.55,1076
C,01/03/24,17:17:20,2.56,624
C,01/03/24,17:25:09,2.56,97
C,01/03/24,17:28:44,2.56,196
C,01/03/24,17:29:52,2.57,47
SF,01/03/24,17:35:23,2.565,3357
SI,04/03/24,09:00:25,2.59,5569
SI,04/03/24,09:06:21,2.59,27
SI,04/03/24,09:07:59,2.59,6460
V,04/03/24,09:14:12,2.575,2407
V,04/03/24,09:14:19,2.565,489
C,04/03/24,09:17:06,2.58,969
C,04/03/24,09:19:05,2.58,949
V,04/03/24,09:20:02,2.5733,1802
C,04/03/24,09:23:18,2.5905,19305
C,04/03/24,09:27:22,2.6006,13889
V,04/03/24,09:29:25,2.6,1264
C,04/03/24,09:37:42,2.615,180
C,04/03/24,09:40:52,2.62,335
V,04/03/24,09:43:03,2.61,441
V,04/03/24,09:43:09,2.605,4576
V,04/03/24,09:43:10,2.6,10000
V,04/03/24,09:48:55,2.595,1000
C,04/03/24,09:50:00,2.6,1100
C,04/03/24,09:51:10,2.605,790
V,04/03/24,10:15:17,2.6,3239
V,04/03/24,10:27:41,2.6,36
V,04/03/24,10:29:06,2.6,1736
V,04/03/24,10:31:08,2.6,575
V,04/03/24,10:33:12,2.5957,584
C,04/03/24,10:34:48,2.6,1190
V,04/03/24,10:58:17,2.5911,17058
V,04/03/24,10:58:18,2.585,1405
C,04/03/24,10:58:56,2.59,1514
V,04/03/24,11:26:18,2.585,1
V,04/03/24,11:26:35,2.585,2
V,04/03/24,11:43:28,2.585,2457
C,04/03/24,11:50:41,2.59,2235
V,04/03/24,12:09:26,2.585,425
V,04/03/24,12:09:27,2.585,900
V,04/03/24,12:09:28,2.585,714
V,04/03/24,12:09:41,2.575,480
C,04/03/24,12:09:40,2.5798,22858
V,04/03/24,12:10:16,2.57,73
V,04/03/24,12:23:39,2.57,3039
V,04/03/24,12:43:00,2.57,1200
V,04/03/24,13:08:10,2.57,22
V,04/03/24,13:50:03,2.57,2600
C,04/03/24,14:06:19,2.5788,10000
V,04/03/24,14:16:14,2.5759,595
C,04/03/24,14:42:59,2.58,438
V,04/03/24,14:55:29,2.575,698
C,04/03/24,14:59:18,2.58,191
C,04/03/24,15:21:18,2.58,650
V,04/03/24,15:28:15,2.57,1550
V,04/03/24,15:32:03,2.565,800
V,04/03/24,15:34:51,2.5638,1261
V,04/03/24,15:34:52,2.555,826
C,04/03/24,15:41:05,2.56,36
V,04/03/24,15:48:19,2.5508,3968
C,04/03/24,15:48:41,2.5553,3454
C,04/03/24,16:42:59,2.56,290
C,04/03/24,16:43:00,2.56,36
C,04/03/24,16:52:19,2.56,247
V,04/03/24,17:00:30,2.5539,2725
C,04/03/24,17:07:24,2.56,2579
V,04/03/24,17:15:50,2.55,217
C,04/03/24,17:27:35,2.56,2267
V,04/03/24,17:28:45,2.555,66
V,04/03/24,17:28:46,2.555,48
C,04/03/24,17:29:29,2.56,514
SF,04/03/24,17:35:19,2.56,2629
SI,05/03/24,09:00:13,3.425,186638
C,05/03/24,09:00:14,3.44,800
C,05/03/24,09:00:20,3.448,4000
C,05/03/24,09:00:41,3.46,125
C,05/03/24,09:00:43,3.47,1984
C,05/03/24,09:00:45,3.4954,9450
V,05/03/24,09:00:51,3.45,800
C,05/03/24,09:00:53,3.4796,12635
V,05/03/24,09:00:58,3.475,240
C,05/03/24,09:01:02,3.5287,13009
C,05/03/24,09:01:04,3.53,2220
C,05/03/24,09:01:10,3.53,1335
V,05/03/24,09:01:16,3.51,280
V,05/03/24,09:01:17,3.5,123
V,05/03/24,09:01:32,3.4809,34400
V,05/03/24,09:01:45,3.4799,7258
C,05/03/24,09:01:55,3.49,68
V,05/03/24,09:02:18,3.4883,2413
C,05/03/24,09:02:20,3.49,18
V,05/03/24,09:03:16,3.475,2000
C,05/03/24,09:03:26,3.505,500
V,05/03/24,09:04:01,3.4918,6325
C,05/03/24,09:04:06,3.4982,4729
