Operacio,Dia,Hora,Preu,Volum
C,08/03/24,09:16:00,3.425,2195
C,08/03/24,09:21:03,3.425,3500
V,08/03/24,09:23:24,3.415,5000
V,08/03/24,09:25:45,3.415,352
V,08/03/24,09:26:45,3.415,961
V,08/03/24,09:27:56,3.415,300
C,08/03/24,09:28:00,3.42,1699
C,08/03/24,09:29:00,3.42,597
C,08/03/24,09:30:00,3.42,598
C,08/03/24,09:32:24,3.42,2494
C,08/03/24,09:32:36,3.42,2386
C,08/03/24,09:36:16,3.42,31
C,08/03/24,09:45:30,3.42,400
C,08/03/24,09:50:13,3.42,928
C,08/03/24,09:50:21,3.42,15
C,08/03/24,09:55:51,3.42,2000
C,08/03/24,09:59:00,3.425,14
V,08/03/24,10:04:31,3.42,700
V,08/03/24,10:05:20,3.42,1650
V,08/03/24,10:08:09,3.42,5380
V,08/03/24,10:08:10,3.42,620
C,08/03/24,10:08:57,3.425,355
C,08/03/24,10:17:34,3.4265,54179
V,08/03/24,10:23:56,3.425,284
V,08/03/24,10:31:15,3.425,6266
V,08/03/24,10:32:22,3.425,2000
C,08/03/24,10:33:49,3.43,275
V,08/03/24,10:35:59,3.42,1125
C,08/03/24,10:36:11,3.43,4000
V,08/03/24,10:36:32,3.425,1167
C,08/03/24,10:39:31,3.435,1807
C,08/03/24,10:39:40,3.435,4000
C,08/03/24,10:41:11,3.435,353
C,08/03/24,10:41:41,3.435,826
V,08/03/24,10:48:41,3.4258,2000
V,08/03/24,10:48:54,3.425,363
V,08/03/24,10:51:30,3.4221,6104
C,08/03/24,10:56:49,3.43,1050
V,08/03/24,10:56:50,3.425,228
V,08/03/24,10:56:51,3.425,122
V,08/03/24,10:56:54,3.42,30
V,08/03/24,11:09:26,3.42,300
V,08/03/24,11:12:08,3.42,500
V,08/03/24,11:13:48,3.42,1140
C,08/03/24,11:13:49,3.43,1401
V,08/03/24,11:16:38,3.42,1300
V,08/03/24,11:21:16,3.42,900
C,08/03/24,11:27:16,3.43,186
V,08/03/24,11:28:12,3.42,4800
C,08/03/24,11:28:33,3.43,3023
C,08/03/24,11:28:34,3.43,622
V,08/03/24,11:44:14,3.425,27
C,08/03/24,11:44:18,3.43,6422
C,08/03/24,11:45:42,3.43,1338
C,08/03/24,11:45:44,3.43,809
C,08/03/24,11:47:42,3.43,2536
C,08/03/24,11:59:53,3.43,23
V,08/03/24,12:12:09,3.425,350
V,08/03/24,12:17:51,3.425,1217
C,08/03/24,12:18:00,3.43,513
C,08/03/24,12:20:34,3.43,744
C,08/03/24,12:20:36,3.43,145
V,08/03/24,12:29:58,3.425,6071
C,08/03/24,12:31:00,3.43,1321
V,08/03/24,12:39:39,3.42,6
V,08/03/24,12:45:02,3.42,27
C,08/03/24,12:51:16,3.43,4860
V,08/03/24,12:51:20,3.42,375
V,08/03/24,12:53:13,3.42,1000
C,08/03/24,13:05:05,3.425,1090
C,08/03/24,13:05:39,3.425,289
C,08/03/24,13:26:38,3.425,226
C,08/03/24,13:31:27,3.425,146
C,08/03/24,13:32:16,3.4296,4429
V,08/03/24,13:37:33,3.425,1569
V,08/03/24,13:54:24,3.425,25
C,08/03/24,13:59:45,3.4296,418
V,08/03/24,14:06:51,3.425,250
V,08/03/24,14:06:52,3.425,27
V,08/03/24,14:12:53,3.425,1500
V,08/03/24,14:12:54,3.425,95
V,08/03/24,14:17:19,3.425,1377
V,08/03/24,14:17:20,3.425,63
V,08/03/24,14:26:17,3.425,987
V,08/03/24,14:27:00,3.425,1584
V,08/03/24,14:27:54,3.425,966
C,08/03/24,14:30:50,3.43,1025
C,08/03/24,14:31:18,3.43,2387
C,08/03/24,14:39:12,3.43,7984
C,08/03/24,14:42:36,3.435,4376
V,08/03/24,14:42:56,3.425,300
C,08/03/24,14:47:08,3.43,1408
C,08/03/24,14:48:36,3.435,528
V,08/03/24,14:54:56,3.43,1600
V,08/03/24,14:57:27,3.43,4364
V,08/03/24,15:11:34,3.43,274
V,08/03/24,15:14:08,3.43,1013
V,08/03/24,15:15:58,3.43,713
V,08/03/24,15:19:54,3.425,514
C,08/03/24,15:21:27,3.43,1287
C,08/03/24,15:42:10,3.43,200
C,08/03/24,16:01:28,3.43,2100
V,08/03/24,16:06:53,3.425,100
V,08/03/24,16:11:54,3.425,9298
V,08/03/24,16:14:07,3.42,19707
V,08/03/24,16:14:28,3.4198,3141
C,08/03/24,16:16:28,3.42,11302
V,08/03/24,16:17:21,3.415,391
V,08/03/24,16:22:26,3.4134,14636
C,08/03/24,16:31:14,3.42,3000
C,08/03/24,16:31:17,3.42,319
C,08/03/24,16:35:16,3.42,156
C,08/03/24,16:35:55,3.42,817
C,08/03/24,16:37:55,3.42,1360
C,08/03/24,16:55:09,3.425,9205
V,08/03/24,16:58:04,3.42,883
V,08/03/24,17:06:43,3.42,3902
V,08/03/24,17:07:02,3.415,2764
C,08/03/24,17:20:26,3.42,448
SF,08/03/24,17:35:02,3.415,10253
SI,11/03/24,09:00:04,3.42,12721
SI,11/03/24,09:00:10,3.42,3180
SI,11/03/24,09:00:11,3.42,2643
C,11/03/24,09:01:05,3.4219,12982
V,11/03/24,09:01:17,3.42,2824
C,11/03/24,09:04:36,3.4376,2400
C,11/03/24,09:05:28,3.44,2000
C,11/03/24,09:10:20,3.44,185
V,11/03/24,09:16:43,3.43,200
C,11/03/24,09:20:01,3.44,583
C,11/03/24,09:27:12,3.44,500
C,11/03/24,09:28:06,3.44,2033
V,11/03/24,09:34:21,3.43,1000
V,11/03/24,09:40:20,3.43,10417
V,11/03/24,09:56:27,3.43,498
V,11/03/24,09:56:43,3.43,3352
V,11/03/24,10:03:21,3.43,356
V,11/03/24,10:03:24,3.43,307
V,11/03/24,10:03:30,3.43,2337
C,11/03/24,10:06:55,3.44,1035
V,11/03/24,10:14:14,3.425,525
C,11/03/24,10:14:15,3.435,805
V,11/03/24,10:18:22,3.4234,5000
C,11/03/24,10:18:23,3.435,554
C,11/03/24,10:19:00,3.435,354
C,11/03/24,10:20:30,3.435,1500
V,11/03/24,10:28:46,3.425,1442
C,11/03/24,10:46:50,3.43,400
C,11/03/24,10:47:52,3.43,189
C,11/03/24,10:53:55,3.43,900
V,11/03/24,10:53:56,3.4298,1567
V,11/03/24,11:04:08,3.425,591
C,11/03/24,11:12:04,3.44,250
C,11/03/24,11:27:05,3.44,300
V,11/03/24,11:39:58,3.43,998
C,11/03/24,11:40:48,3.44,158
C,11/03/24,11:46:16,3.44,200
C,11/03/24,11:54:21,3.44,27
C,11/03/24,12:03:38,3.44,2277
C,11/03/24,12:03:52,3.44,1067
C,11/03/24,12:25:55,3.44,6444
C,11/03/24,12:26:53,3.44,1162
V,11/03/24,12:30:29,3.43,1000
V,11/03/24,12:30:47,3.43,3000
V,11/03/24,12:30:48,3.43,2050
V,11/03/24,12:52:24,3.43,1240
C,11/03/24,12:59:27,3.435,250
C,11/03/24,13:14:58,3.435,235
C,11/03/24,13:26:27,3.435,8000
C,11/03/24,13:27:06,3.435,7000
V,11/03/24,13:50:23,3.425,1009
V,11/03/24,13:53:23,3.425,1000
V,11/03/24,13:58:13,3.425,250
C,11/03/24,14:04:59,3.44,27
C,11/03/24,14:06:29,3.44,785
V,11/03/24,14:23:43,3.43,1033
C,11/03/24,14:24:56,3.44,3746
C,11/03/24,14:32:09,3.44,12655
C,11/03/24,14:34:01,3.44,560
V,11/03/24,14:50:46,3.43,601
C,11/03/24,15:06:59,3.44,637
V,11/03/24,15:27:10,3.43,7077
V,11/03/24,15:27:11,3.43,1
V,11/03/24,15:31:18,3.425,134
C,11/03/24,15:32:10,3.435,43
V,11/03/24,15:45:45,3.43,4385
V,11/03/24,15:53:43,3.43,1
C,11/03/24,16:05:10,3.435,1559
V,11/03/24,16:05:17,3.43,154
C,11/03/24,16:16:22,3.435,36
C,11/03/24,16:21:37,3.435,3189
C,11/03/24,16:24:13,3.435,106
C,11/03/24,16:39:51,3.435,239
V,11/03/24,16:43:59,3.43,1556
C,11/03/24,16:47:29,3.435,20
C,11/03/24,16:52:09,3.435,27
C,11/03/24,16:54:27,3.435,27
C,11/03/24,17:00:10,3.435,32
V,11/03/24,17:04:09,3.4304,5512
C,11/03/24,17:09:53,3.4342,9085
V,11/03/24,17:22:53,3.43,2025
C,11/03/24,17:23:27,3.435,189
C,11/03/24,17:25:04,3.435,450
V,11/03/24,17:25:56,3.43,1254
C,11/03/24,17:27:14,3.435,132
SF,11/03/24,17:35:29,3.425,18420
SI,12/03/24,09:00:23,3.435,4426
SI,12/03/24,09:03:23,3.435,1324
SI,12/03/24,09:15:05,3.435,1700
SI,12/03/24,09:16:25,3.435,287
SI,12/03/24,09:19:02,3.435,170
C,12/03/24,09:20:26,3.4396,24970
C,12/03/24,09:21:06,3.44,24699
C,12/03/24,09:21:08,3.44,1300
C,12/03/24,09:22:23,3.44,476
V,12/03/24,09:31:13,3.435,995
C,12/03/24,09:33:13,3.44,375
C,12/03/24,09:33:58,3.44,2000
C,12/03/24,09:37:24,3.44,7825
C,12/03/24,09:37:59,3.445,5069
C,12/03/24,09:43:20,3.45,37989
C,12/03/24,09:43:28,3.455,1201
C,12/03/24,09:43:37,3.455,244
C,12/03/24,09:49:52,3.4632,14655
C,12/03/24,10:00:05,3.48,4825
C,12/03/24,10:00:12,3.49,4549
V,12/03/24,10:02:49,3.475,2496
V,12/03/24,10:11:23,3.47,1
V,12/03/24,10:17:16,3.47,1000
V,12/03/24,10:21:27,3.47,7200
C,12/03/24,10:24:42,3.4869,5755
V,12/03/24,10:51:26,3.48,364
V,12/03/24,10:52:17,3.48,1632
C,12/03/24,10:52:43,3.485,710
V,12/03/24,10:58:09,3.48,710
V,12/03/24,10:58:13,3.475,2838
